UtteranceID	SpeakerID	Transcription
T0055G0002S0383.wav	T0055G0002S0383.wav	给我买张飞机票吧
T0055G0002S0062.wav	T0055G0002S0062.wav	幺三五零九七幺九七零幺
T0055G0002S0437.wav	T0055G0002S0437.wav	表演一下你的拿手好戏
T0055G0002S0014.wav	T0055G0002S0014.wav	你会不会说四川话
T0055G0002S0279.wav	T0055G0002S0279.wav	利比里亚还是很乱啊要不你去瞧瞧当个烈士也好嘛哈哈
T0055G0002S0035.wav	T0055G0002S0035.wav	名车阿斯顿玛丁
T0055G0002S0484.wav	T0055G0002S0484.wav	在九江地区中考考多少分能进二中
T0055G0002S0439.wav	T0055G0002S0439.wav	妈妈再爱我一次
T0055G0002S0041.wav	T0055G0002S0041.wav	再来一个很搞笑的笑话
T0055G0002S0358.wav	T0055G0002S0358.wav	明天七点钟叫醒我
T0055G0002S0009.wav	T0055G0002S0009.wav	退出当前播放模式
T0055G0002S0309.wav	T0055G0002S0309.wav	我想听犯错的歌
T0055G0002S0106.wav	T0055G0002S0106.wav	厚德载物是什么意思
T0055G0002S0394.wav	T0055G0002S0394.wav	明年北京车辆限行尾号是多少
T0055G0002S0476.wav	T0055G0002S0476.wav	难得有动力出门一趟 我拐到金满地买了套衣服
T0055G0002S0087.wav	T0055G0002S0087.wav	你是用的什么网络
T0055G0002S0022.wav	T0055G0002S0022.wav	下午四点提醒我发送排班表邮件
T0055G0002S0056.wav	T0055G0002S0056.wav	我说我的这个知识挺好的
T0055G0002S0436.wav	T0055G0002S0436.wav	广州白云机场在哪里
T0055G0002S0239.wav	T0055G0002S0239.wav	帮我查最近要播放的电影
T0055G0002S0102.wav	T0055G0002S0102.wav	玛雅预言是不是真的
T0055G0002S0387.wav	T0055G0002S0387.wav	放一首 天下无双 这首歌
T0055G0002S0346.wav	T0055G0002S0346.wav	我说很无聊啊 陪我聊天
T0055G0002S0347.wav	T0055G0002S0347.wav	你妹的老子要听歌
T0055G0002S0330.wav	T0055G0002S0330.wav	小说弑杀神魔曲
T0055G0002S0488.wav	T0055G0002S0488.wav	我要看河南卫视
T0055G0002S0271.wav	T0055G0002S0271.wav	燕子啊你跟松鼠那事怎么说
T0055G0002S0426.wav	T0055G0002S0426.wav	打电话给陈道明
T0055G0002S0256.wav	T0055G0002S0256.wav	三个牛字摞在一起是个什么字
T0055G0002S0080.wav	T0055G0002S0080.wav	我说 你是我的什么
T0055G0002S0371.wav	T0055G0002S0371.wav	我能看你不穿衣服吗
T0055G0002S0368.wav	T0055G0002S0368.wav	米和厘米是怎么换的
T0055G0002S0045.wav	T0055G0002S0045.wav	亲爱的我在哪里
T0055G0002S0036.wav	T0055G0002S0036.wav	二十三乘以三十二再乘以四十二等于多少
T0055G0002S0431.wav	T0055G0002S0431.wav	我要开车去北京怎么走
T0055G0002S0216.wav	T0055G0002S0216.wav	腰闪到了怎么办
T0055G0002S0135.wav	T0055G0002S0135.wav	警戒是什么意思
T0055G0002S0057.wav	T0055G0002S0057.wav	我今天中午想吃干饭面条好不好
T0055G0002S0419.wav	T0055G0002S0419.wav	帮我寻找一下吗
T0055G0002S0312.wav	T0055G0002S0312.wav	坐高铁小孩可以带吗
T0055G0002S0328.wav	T0055G0002S0328.wav	中国现在有多少个人口
T0055G0002S0430.wav	T0055G0002S0430.wav	最好的语音识别系统是什么
T0055G0002S0327.wav	T0055G0002S0327.wav	明天早上九点我上班
T0055G0002S0167.wav	T0055G0002S0167.wav	有没有女的唱的
T0055G0002S0182.wav	T0055G0002S0182.wav	郑州世纪欢乐园在哪里
T0055G0002S0291.wav	T0055G0002S0291.wav	八点三十的闹钟
T0055G0002S0314.wav	T0055G0002S0314.wav	先唱首歌来听听
T0055G0002S0189.wav	T0055G0002S0189.wav	一个大学文凭吗
T0055G0002S0124.wav	T0055G0002S0124.wav	幺五二六次火车哈尔滨至德州硬座
T0055G0002S0338.wav	T0055G0002S0338.wav	给朱玉华打电话
T0055G0002S0121.wav	T0055G0002S0121.wav	呵呵你的生活经历吧
T0055G0002S0240.wav	T0055G0002S0240.wav	明天下午出来了
T0055G0002S0334.wav	T0055G0002S0334.wav	厦门鼓浪屿怎么走
