T0055G0005S0135,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0135.wav,我的淘宝密码忘记了
T0055G0005S0319,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0319.wav,给马海航发短信说我爱你
T0055G0005S0317,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0317.wav,明天上午九点开会
T0055G0005S0251,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0251.wav,素有中国药都称号的城市是哪
T0055G0005S0329,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0329.wav,感冒难受怎么办
T0055G0005S0058,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0058.wav,有没有其他的声音
T0055G0005S0026,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0026.wav,今天见到你一点都不高兴
T0055G0005S0485,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0485.wav,一千万韩元换其他货币
T0055G0005S0261,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0261.wav,我家养的狗叫什么名字
T0055G0005S0375,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0375.wav,我不需要这些内容
T0055G0005S0100,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0100.wav,我的具体位置是
T0055G0005S0480,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0480.wav,我还不累 你累了
T0055G0005S0303,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0303.wav,拨打肯德基外卖电话
T0055G0005S0178,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0178.wav,毛泽东是你的谁
T0055G0005S0425,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0425.wav,打开文件管理器里面的AV
T0055G0005S0276,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0276.wav,播放张信哲的歌曲过火
T0055G0005S0476,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0476.wav,附近哪里有外卖
T0055G0005S0094,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0094.wav,成都市蔬菜批发市场
T0055G0005S0326,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0326.wav,此业务查询范围仅限大连地区吗？
T0055G0005S0477,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0477.wav,我觉得奶奶一个人好孤单啊在家想回家看看
T0055G0005S0098,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0098.wav,几种语言你会几种语言
T0055G0005S0270,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0270.wav,六十二兆可以装多少东西
T0055G0005S0177,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0177.wav,帮我拨一首歌曲
T0055G0005S0389,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0389.wav,不良笑花 主题曲？？ 潘玮柏唱的！
T0055G0005S0184,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0184.wav,杭州哪家医院最好
T0055G0005S0170,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0170.wav,那么大一活人走掉你要看不到才奇怪
T0055G0005S0444,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0444.wav,去上海站怎么走
T0055G0005S0491,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0491.wav,翻译i love you
T0055G0005S0431,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0431.wav,我想吃麻婆豆腐
T0055G0005S0268,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0268.wav,明天早上九点钟叫醒我
T0055G0005S0165,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0165.wav,我想听广岛之恋
T0055G0005S0101,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0101.wav,新疆的小吃包括啥
T0055G0005S0404,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0404.wav,你肯定装了探头，我才刚刚到被窝!
T0055G0005S0234,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0234.wav,百度搜索文征明
T0055G0005S0458,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0458.wav,太阳更红，长虹更新
T0055G0005S0449,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0449.wav,你知道我的家是哪里的吗
T0055G0005S0318,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0318.wav,我问的问题怎么一样都回答不上来呀
T0055G0005S0409,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0409.wav,谷歌和中国的关系
T0055G0005S0087,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0087.wav,奥迪汽车怎么样
T0055G0005S0225,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0225.wav,信不信我打爆你
T0055G0005S0451,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0451.wav,有哪些笑话网站
T0055G0005S0043,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0043.wav,没关系过来吧一个班的找我帮你讲题嘛
T0055G0005S0323,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0323.wav,把你的照片拿出来看看
T0055G0005S0435,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0435.wav,小子自信是什么意思
T0055G0005S0097,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0097.wav,查车辆违章信息
T0055G0005S0210,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0210.wav,以后要叫我主人
T0055G0005S0175,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0175.wav,你一边凉快去吧
T0055G0005S0027,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0027.wav,为什么南京最漂亮
T0055G0005S0029,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0029.wav,我跟妈妈吵架了
T0055G0005S0407,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0407.wav,你能给我一点钱花吗
T0055G0005S0275,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0275.wav,中华人民共和国是哪年成立的
T0055G0005S0018,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0018.wav,我没打啊怎么招人骚扰啦
T0055G0005S0473,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0473.wav,那他叫什么名字吗
T0055G0005S0446,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0446.wav,福安到厦门的动车票
T0055G0005S0023,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0023.wav,关掉软件打开百度视频
T0055G0005S0137,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0137.wav,晚饭吃的什么呀
T0055G0005S0054,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0054.wav,请问西红柿炒鸡蛋怎么做
T0055G0005S0039,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0039.wav,爸妈，我在外边很好！请你们放心，工作很顺利！
T0055G0005S0468,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0468.wav,二十分钟后自动关机
T0055G0005S0129,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0129.wav,你敢不这么二吗
T0055G0005S0020,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0020.wav,那赶紧说去哪儿玩
T0055G0005S0014,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0014.wav,今天港币汇率计算
T0055G0005S0265,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0265.wav,我旁边有头猪怎么办
T0055G0005S0496,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0496.wav,你能重复我说的话吗
T0055G0005S0092,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0092.wav,太没文化没素质没文化
T0055G0005S0192,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0192.wav,菜都冷了你就在路上买点东西吃吧
T0055G0005S0257,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0257.wav,唱首歌两只老虎
T0055G0005S0369,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0369.wav,附近最近的桑拿在哪里
T0055G0005S0272,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0272.wav,我说 以后你叫我美女
T0055G0005S0316,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0316.wav,为什么无法打开通讯录
T0055G0005S0118,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0118.wav,帮我下载个导航
T0055G0005S0208,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0208.wav,我听见你说话我就说不出来话了
T0055G0005S0075,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0075.wav,请帮我查一下 上海南站的电话号码
T0055G0005S0126,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0126.wav,有你陪我说话 我就不无聊了
T0055G0005S0342,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0342.wav,讲一个我没有听过的故事
T0055G0005S0277,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0277.wav,那你怎么还在睡觉睡得跟猪一样
T0055G0005S0355,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0355.wav,如果你喜欢我
T0055G0005S0179,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0179.wav,讲个笑话我今天
T0055G0005S0202,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0202.wav,八百六十七加上二百零一等于多少
T0055G0005S0120,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0120.wav,你放心吧，这点小事我一定做好不就得了吗。
T0055G0005S0046,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0046.wav,你说话我怎么听不懂呀
T0055G0005S0051,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0051.wav,一夜泰明角色歌
T0055G0005S0090,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0090.wav,唱一首 我爱你中国
T0055G0005S0400,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0400.wav,你可以边放歌边舞让我看吗
T0055G0005S0334,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0334.wav,最近的娱乐场所
T0055G0005S0420,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0420.wav,我会爱你一辈子
T0055G0005S0085,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0085.wav,我想喝饮料没钱
T0055G0005S0258,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0258.wav,亲爱的你到底在哪里
T0055G0005S0447,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0447.wav,你说的上面句是什么意思
T0055G0005S0113,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0113.wav,日本女排队长荒木
T0055G0005S0367,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0367.wav,有卖这东西吗？
T0055G0005S0211,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0211.wav,五个小时以后叫醒我
T0055G0005S0374,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0374.wav,查看今日头条新闻
T0055G0005S0032,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0032.wav,遵义乌江民族风情
T0055G0005S0313,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0313.wav,能给我讲一个儿童故事吗
T0055G0005S0162,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0162.wav,你会给宝宝起名字吗
T0055G0005S0131,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0131.wav,你的家是什么样子的
T0055G0005S0324,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0324.wav,如果是假性闭经，那怎样才能重新有月经
T0055G0005S0280,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0280.wav,请问一下我这个手机型号是多少
T0055G0005S0472,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0472.wav,你们全家都是傻逼是不是
T0055G0005S0243,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0243.wav,中国第三大城市
T0055G0005S0288,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0288.wav,自己开车从中行
T0055G0005S0155,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0155.wav,我要听首歌明白吗
T0055G0005S0040,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0040.wav,播放歌曲 我想和你去吹吹风
T0055G0005S0422,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0422.wav,我喜欢你的下面
T0055G0005S0348,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0348.wav,换一首难听死了
T0055G0005S0083,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0083.wav,明天上午八点整叫我
T0055G0005S0185,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0185.wav,我女朋友漂亮吗
T0055G0005S0068,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0068.wav,从我这里怎么去深圳莲塘
T0055G0005S0102,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0102.wav,跟你睡一晚要多少钱
T0055G0005S0452,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0452.wav,我非常爱她放弃她会不会让她受重伤
T0055G0005S0442,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0442.wav,点名了 你要不要过来和老师说
T0055G0005S0227,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0227.wav,儿童吃什么钙片好
T0055G0005S0187,data/extracted/c_500/data/category1/G0005/session01/T0055G0005S0187.wav,我们一起去玩儿嘛
