T0055G0030S0447,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0447.wav,微博笑话
T0055G0030S0276,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0276.wav,这附近有休闲会所吗
T0055G0030S0305,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0305.wav,王家湾到汉口火车站怎么走
T0055G0030S0333,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0333.wav,你告诉我吃什么好呀
T0055G0030S0374,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0374.wav,姐姐我们什么时候最后一次补录呀我明天下午有时间
T0055G0030S0332,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0332.wav,你能帮我上班吗
T0055G0030S0442,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0442.wav,是苹果手机不是苹果，大姐
T0055G0030S0490,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0490.wav,二零一二年农历二十二月七日
T0055G0030S0006,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0006.wav,我今天才发现原来你是这么笨
T0055G0030S0021,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0021.wav,以前没有发现你这么可爱
T0055G0030S0070,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0070.wav,芯片如何储存信息
T0055G0030S0325,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0325.wav,你爸爸和你妈妈怎么是一个人
T0055G0030S0091,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0091.wav,我要你说笑话给我听
T0055G0030S0449,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0449.wav,播放歌曲地道战
T0055G0030S0426,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0426.wav,你是心情好还是心情坏
T0055G0030S0068,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0068.wav,我要照相打开照相机
T0055G0030S0389,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0389.wav,百度查呼伦贝尔
T0055G0030S0341,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0341.wav,接通中央电视台新闻频道
T0055G0030S0307,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0307.wav,你们电脑是不是无线上网
T0055G0030S0270,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0270.wav,明天七点叫醒我
T0055G0030S0435,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0435.wav,送一首千山万水给你
T0055G0030S0235,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0235.wav,是的我想找一下最近的美食
T0055G0030S0473,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0473.wav,洛阳市涧西区在什么地方
T0055G0030S0314,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0314.wav,明天珠海到重庆的飞机
T0055G0030S0350,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0350.wav,马克思是哪个国家的人
T0055G0030S0319,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0319.wav,我的话费还有多少
T0055G0030S0137,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0137.wav,以后请叫我老大
T0055G0030S0015,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0015.wav,查询合肥到上海的火车票
T0055G0030S0346,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0346.wav,超市的英语怎么读
T0055G0030S0109,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0109.wav,A六的质量怎么样
T0055G0030S0310,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0310.wav,帮我找个老公吧
T0055G0030S0316,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0316.wav,你的歌声真好听
T0055G0030S0444,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0444.wav,吃饱穿暖和你
T0055G0030S0303,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0303.wav,对全世界宣布我爱你
T0055G0030S0381,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0381.wav,成都到无锡的飞机票有没有
T0055G0030S0446,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0446.wav,超旺商业管理系统超市POS系统增强版怎样联系
T0055G0030S0199,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0199.wav,长沙黑色经典臭豆腐
T0055G0030S0263,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0263.wav,你在中村看电影
T0055G0030S0204,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0204.wav,抽刀断水水更流
T0055G0030S0229,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0229.wav,日本国足主力阵容
T0055G0030S0428,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0428.wav,晚上睡不着玩什么好呢
T0055G0030S0008,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0008.wav,你喜欢我我又不喜欢你
T0055G0030S0195,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0195.wav,十三号晚八点五十分从成都发往武昌K三五二列车什么时间到武昌
T0055G0030S0391,data/extracted/c_500/data/category1/G0030/session01/T0055G0030S0391.wav,明天上午五点四十五分叫我起床
